Project ID,Deployment ID,Deployment Location ID,Longitude,Latitude,Camera Deployment Begin Date,Camera Deployment End Date,Event,Array Name,Bait Type,Bait Description,Feature Type,Feature Type Methodology,Camera ID,Quiet Period Setting,Camera Failure Details,Height,Height Other,Angle,Angle Other,Recorded By
CTPP,CTPP133749,CTPP13,-76.875.413,5.122.639,8/29/14 0:00,10/4/14 0:00,,,None,,,,PP13,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP143746,CTPP14,-76.891.361,5.075.832,8/30/14 0:00,9/30/14 0:00,,,None,,,,PP14,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP153777,CTPP15,-76.886.396,5.083.019,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP15,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP163743,CTPP16,-76.877.058,5.084.236,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP16,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP173772,CTPP17,-76.872.446,5.093.354,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP17,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP183781,CTPP18,-76.862.679,5.093.936,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP18,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP193747,CTPP19,-76.863.113,5.102.691,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP19,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTPP,CTPP203744,CTPP20,-76.862.433,5.108.937,8/30/14 0:00,10/5/14 0:00,,,None,,,,PP20,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0013779,CTBM001,-77.170.962,3.932.771,7/1/14 0:00,8/7/14 0:00,,,None,,,,BM001,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0023783,CTBM002,-77.164.290,3.926.344,7/1/14 0:00,8/7/14 0:00,,,None,,,,BM002,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0033781,CTBM003,-77.159.098,3.921.581,7/1/14 0:00,8/7/14 0:00,,,None,,,,BM003,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0043743,CTBM004,-77.157.796,3.929.898,7/4/14 0:00,8/7/14 0:00,,,None,,,,BM004,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0053748,CTBM005,-77.178.190,3.940.118,7/2/14 0:00,8/4/14 0:00,,,None,,,,BM005,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0063780,CTBM006,-77.182.954,3.938.917,7/2/14 0:00,8/6/14 0:00,,,None,,,,BM006,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0073749,CTBM007,-77.191.508,3.939.667,7/2/14 0:00,8/6/14 0:00,,,None,,,,BM007,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0083741,CTBM008,-77.197.865,3.946.652,7/3/14 0:00,8/6/14 0:00,,,None,,,,BM008,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0093750,CTBM009,-77.194.218,3.931.407,7/3/14 0:00,8/6/14 0:00,,,None,,,,BM009,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0103747,CTBM010,-77.201.081,3.935.703,7/3/14 0:00,8/6/14 0:00,,,None,,,,BM010,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0113745,CTBM011,-77.218.799,3.929.706,7/3/14 0:00,8/6/14 0:00,,,None,,,,BM011,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0123742,CTBM012,-77.210.288,3.929.682,7/3/14 0:00,8/6/14 0:00,,,None,,,,BM012,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0133746,CTBM013,-77.168.338,3.941.422,7/4/14 0:00,8/7/14 0:00,,,None,,,,BM013,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0143744,CTBM014,-77.165.587,3.949.864,7/8/14 0:00,8/3/14 0:00,,,None,,,,BM014,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0153777,CTBM015,-77.205.345,3.954.146,7/6/14 0:00,8/7/14 0:00,,,None,,,,BM015,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0163776,CTBM016,-77.200.208,3.961.335,7/5/14 0:00,8/7/14 0:00,,,None,,,,BM016,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0173778,CTBM017,-77.190.150,3.959.853,7/5/14 0:00,8/6/14 0:00,,,None,,,,BM017,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0183782,CTBM018,-77.207.030,3.970.595,7/6/14 0:00,8/7/14 0:00,,,None,,,,BM018,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0193775,CTBM019,-77.269.911,3.950.933,7/6/14 0:00,8/6/14 0:00,,,None,,,,BM019,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTBM,CTBM0203772,CTBM020,-77.227.707,3.966.172,7/6/14 0:00,8/5/14 0:00,,,None,,,,BM020,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT013750,CTMUT01,-76.501.359,7.188.410,2/20/15 0:00,4/14/15 0:00,,,None,,,,MUT01,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT023745,CTMUT02,-76.497.601,7.196.913,2/21/15 0:00,4/14/15 0:00,,,None,,,,MUT02,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT033746,CTMUT03,-76.497.601,7.196.913,2/20/15 0:00,4/14/15 0:00,,,None,,,,MUT03,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT063775,CTMUT06,-76.485.014,7.186.396,2/21/15 0:00,4/14/15 0:00,,,None,,,,MUT06,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT073748,CTMUT07,-76.486.123,7.195.455,2/22/15 0:00,4/14/15 0:00,,,None,,,,MUT07,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT083777,CTMUT08,-76.491.802,7.191.528,2/21/15 0:00,4/14/15 0:00,,,None,,,,MUT08,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT093741,CTMUT09,-76.501.253,7.179.443,2/22/15 0:00,4/22/15 0:00,,,None,,,,MUT09,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT103782,CTMUT10,-76.502.885,7.175.211,2/22/15 0:00,4/22/15 0:00,,,None,,,,MUT10,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT103783,CTMUT10,-76.502.885,7.175.211,2/22/15 0:00,4/22/15 0:00,,,None,,,,MUT10,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT113744,CTMUT11,-76.502.885,7.175.211,2/25/15 0:00,4/22/15 0:00,,,None,,,,MUT11,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT123747,CTMUT12,-76.502.885,7.175.211,2/22/15 0:00,3/18/15 0:00,,,None,,,,MUT12,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT133772,CTMUT13,-76.502.885,7.175.211,2/23/15 0:00,4/22/15 0:00,,,None,,,,MUT13,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT143778,CTMUT14,-76.502.885,7.175.211,2/23/15 0:00,4/20/15 0:00,,,None,,,,MUT14,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT153743,CTMUT15,-76.502.885,7.175.211,2/23/15 0:00,4/22/15 0:00,,,None,,,,MUT15,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT163776,CTMUT16,-76.493.539,7.174.368,2/25/15 0:00,4/14/15 0:00,,,None,,,,MUT16,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT173749,CTMUT17,-76.487.794,7.167.202,2/25/15 0:00,4/7/15 0:00,,,None,,,,MUT17,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
CTMUT,CTMUT183779,CTMUT18,-76.484.584,7.177.629,2/25/15 0:00,4/14/15 0:00,,,None,,,,MUT18,,Camera Functioning,Knee height,,Parallel,,Angélica Díaz-Pulido
