"id","class","order","family","genus","species","commonNameEnglish"
10846,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","rodriguezi","Magdalena Tapaculo"
10847,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","stilesi","Stiles's Tapaculo"
10848,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","robbinsi","Ecuadorian Tapaculo"
10849,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","perijanus","Perija Tapaculo"
10850,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","caracae","Caracas Tapaculo"
10851,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","spillmanni","Spillmann's Tapaculo"
10852,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","parkeri","Chusquea Tapaculo"
10853,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","griseicollis","Pale-bellied Tapaculo"
10854,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","altirostris","Neblina Tapaculo"
10855,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","affinis","Ancash Tapaculo"
10856,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","urubambae","Vilcabamba Tapaculo"
10857,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","simonsi","Puna Tapaculo"
10858,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","zimmeri","Zimmer's Tapaculo"
10859,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","acutirostris","Tschudi's Tapaculo"
10860,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","superciliaris","White-browed Tapaculo"
10861,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","fuscus","Dusky Tapaculo"
10862,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","opacus","Paramo Tapaculo"
10863,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","schulenbergi","Diademed Tapaculo"
10864,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","magellanicus","Andean Tapaculo"
10865,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","meridanus","Mérida Tapaculo"
10866,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","fuscicauda","Lara Tapaculo"
10867,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","vicinior",NA
10868,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","latebricola",NA
10870,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","femoralis",NA
10871,"Aves","Passeriformes","Rhinocryptidae","Scytalopus","canus",NA
10872,"Aves","Passeriformes","Formicariidae","Formicarius","colma","Rufous-capped Antthrush"
10873,"Aves","Passeriformes","Formicariidae","Formicarius","moniliger","Mayan Antthrush"
10874,"Aves","Passeriformes","Formicariidae","Formicarius","rufifrons","Rufous-fronted Antthrush"
10875,"Aves","Passeriformes","Formicariidae","Formicarius","nigricapillus","Black-headed Antthrush"
10876,"Aves","Passeriformes","Formicariidae","Formicarius","rufipectus","Rufous-breasted Antthrush"
10877,"Aves","Passeriformes","Formicariidae","Formicarius","analis",NA
10878,"Aves","Passeriformes","Formicariidae","Chamaeza","campanisona","Short-tailed Antthrush"
10879,"Aves","Passeriformes","Formicariidae","Chamaeza","nobilis","Striated Antthrush"
10880,"Aves","Passeriformes","Formicariidae","Chamaeza","meruloides","Cryptic Antthrush"
10881,"Aves","Passeriformes","Formicariidae","Chamaeza","turdina","Scalloped Antthrush"
10882,"Aves","Passeriformes","Formicariidae","Chamaeza","ruficauda","Rufous-tailed Antthrush"
10883,"Aves","Passeriformes","Formicariidae","Chamaeza","mollissima","Barred Antthrush"
10884,"Aves","Passeriformes","Furnariidae","Sclerurus","mexicanus","Tawny-throated Leaftosser"
10885,"Aves","Passeriformes","Furnariidae","Sclerurus","rufigularis","Short-billed Leaftosser"
10886,"Aves","Passeriformes","Furnariidae","Sclerurus","guatemalensis","Scaly-throated Leaftosser"
10887,"Aves","Passeriformes","Furnariidae","Sclerurus","caudacutus","Black-tailed Leaftosser"
10888,"Aves","Passeriformes","Furnariidae","Sclerurus","albigularis","Grey-throated Leaftosser"
10889,"Aves","Passeriformes","Furnariidae","Sclerurus","cearensis","Ceara Leaftosser"
10890,"Aves","Passeriformes","Furnariidae","Sclerurus","scansor",NA
10891,"Aves","Passeriformes","Furnariidae","Geositta","peruviana","Coastal Miner"
10892,"Aves","Passeriformes","Furnariidae","Geositta","tenuirostris","Slender-billed Miner"
10893,"Aves","Passeriformes","Furnariidae","Geositta","cunicularia","Common Miner"
10894,"Aves","Passeriformes","Furnariidae","Geositta","punensis","Puna Miner"
10895,"Aves","Passeriformes","Furnariidae","Geositta","poeciloptera","Campo Miner"
10896,"Aves","Passeriformes","Furnariidae","Geositta","crassirostris","Thick-billed Miner"
10897,"Aves","Passeriformes","Furnariidae","Geositta","rufipennis","Rufous-banded Miner"
10898,"Aves","Passeriformes","Furnariidae","Geositta","maritima","Greyish Miner"
10899,"Aves","Passeriformes","Furnariidae","Geositta","antarctica","Short-billed Miner"
10900,"Aves","Passeriformes","Furnariidae","Geositta","saxicolina","Dark-winged Miner"
10901,"Aves","Passeriformes","Furnariidae","Geositta","isabellina","Creamy-rumped Miner"
10902,"Aves","Passeriformes","Furnariidae","Certhiasomus","stictolaemus","Spot-throated Woodcreeper"
10903,"Aves","Passeriformes","Furnariidae","Deconychura","typica","Little Long-tailed Woodcreeper"
10904,"Aves","Passeriformes","Furnariidae","Deconychura","pallida","Southern Long-tailed Woodcreeper"
10905,"Aves","Passeriformes","Furnariidae","Deconychura","longicauda",NA
10906,"Aves","Passeriformes","Furnariidae","Sittasomus","griseus","Western Olivaceous Woodcreeper"
10907,"Aves","Passeriformes","Furnariidae","Sittasomus","griseicapillus",NA
10908,"Aves","Passeriformes","Furnariidae","Dendrocincla","tyrannina","Tyrannine Woodcreeper"
10909,"Aves","Passeriformes","Furnariidae","Dendrocincla","merula","White-chinned Woodcreeper"
10910,"Aves","Passeriformes","Furnariidae","Dendrocincla","homochroa","Ruddy Woodcreeper"
10911,"Aves","Passeriformes","Furnariidae","Dendrocincla","anabatina","Tawny-winged Woodcreeper"
10912,"Aves","Passeriformes","Furnariidae","Dendrocincla","turdina","Plain-winged Woodcreeper"
10913,"Aves","Passeriformes","Furnariidae","Dendrocincla","fuliginosa",NA
19008,"Aves","Caprimulgiformes","Trochilidae","Goldmania",NA,NA
10914,"Aves","Passeriformes","Furnariidae","Glyphorynchus","spirurus","Wedge-billed Woodcreeper"
10915,"Aves","Passeriformes","Furnariidae","Dendrexetastes","rufigula","Cinnamon-throated Woodcreeper"
10916,"Aves","Passeriformes","Furnariidae","Nasica","longirostris","Long-billed Woodcreeper"
10917,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","punctipectus","Eastern Barred Woodcreeper"
10918,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","hoffmannsi","Hoffmanns's Woodcreeper"
10919,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","picumnus","Black-banded Woodcreeper"
10920,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","platyrostris","Planalto Woodcreeper"
10921,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","certhia","Barred Woodcreeper"
10922,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","concolor","Concolor Woodcreeper"
10923,"Aves","Passeriformes","Furnariidae","Dendrocolaptes","sanctithomae","Northern Barred-Woodcreeper"
10924,"Aves","Passeriformes","Furnariidae","Hylexetastes","stresemanni","Bar-bellied Woodcreeper"
10925,"Aves","Passeriformes","Furnariidae","Hylexetastes","brigidai",NA
10926,"Aves","Passeriformes","Furnariidae","Hylexetastes","perrotii",NA
10927,"Aves","Passeriformes","Furnariidae","Hylexetastes","uniformis",NA
10928,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","albicollis","White-throated Woodcreeper"
10929,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","promeropirhynchus","Strong-billed Woodcreeper"
10930,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","falcirostris","Moustached Woodcreeper"
10931,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","major","Great Rufous Woodcreeper"
10932,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","franciscanus","Snethlage's Woodcreeper"
10933,"Aves","Passeriformes","Furnariidae","Xiphocolaptes","orenocensis","Rusty-breasted Woodcreeper"
10934,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","obsoletus","Striped Woodcreeper"
10935,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","atlanticus","Atlantic Woodcreeper"
10936,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","pardalotus","Chestnut-rumped Woodcreeper"
10937,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","beauperthuysii","Line-crowned Woodcreeper"
10938,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","chunchotambo","Tschudi's Woodcreeper"
10939,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","elegans","Elegant Woodcreeper"
10940,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","spixii","Spix's Woodcreeper"
10941,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","susurrans","Cocoa Woodcreeper"
10942,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","guttatoides","Lafresnaye's Woodcreeper"
10943,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","flavigaster","Ivory-billed Woodcreeper"
10944,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","lachrymosus","Black-striped Woodcreeper"
10945,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","aequatorialis","Southern Spotted Woodcreeper"
10946,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","triangularis","Olive-backed Woodcreeper"
10947,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","eytoni","Dusky-billed Woodcreeper"
10948,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","fuscus",NA
10949,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","ocellatus",NA
10950,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","guttatus",NA
10951,"Aves","Passeriformes","Furnariidae","Xiphorhynchus","erythropygius",NA
10952,"Aves","Passeriformes","Furnariidae","Dendroplex","picus","Straight-billed Woodcreeper"
10953,"Aves","Passeriformes","Furnariidae","Dendroplex","kienerii","Zimmer's Woodcreeper"
10954,"Aves","Passeriformes","Furnariidae","Campylorhamphus","falcularius","Black-billed Scythebill"
10955,"Aves","Passeriformes","Furnariidae","Campylorhamphus","pusillus","Brown-billed Scythebill"
10956,"Aves","Passeriformes","Furnariidae","Campylorhamphus","trochilirostris","Red-billed Scythebill"
10957,"Aves","Passeriformes","Furnariidae","Campylorhamphus","probatus","Tapajos Scythebill"
10958,"Aves","Passeriformes","Furnariidae","Campylorhamphus","multostriatus","Xingu Scythebill"
10959,"Aves","Passeriformes","Furnariidae","Campylorhamphus","procurvoides",NA
10960,"Aves","Passeriformes","Furnariidae","Drymotoxeres","pucheranii","Greater Scythebill"
10961,"Aves","Passeriformes","Furnariidae","Drymornis","bridgesii","Scimitar-billed Woodcreeper"
10962,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","angustirostris","Narrow-billed Woodcreeper"
10963,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","duidae","Duida Woodcreeper"
10964,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","fuscicapillus","Dusky-capped Woodcreeper"
10965,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","fatimalimae","Inambari Woodcreeper"
10966,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","souleyetii","Streak-headed Woodcreeper"
10967,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","falcinellus","Scalloped Woodcreeper"
10968,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","lacrymiger","Montane Woodcreeper"
10969,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","leucogaster","White-striped Woodcreeper"
10970,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","neglectus","Southern Spot-crowned Woodcreeper"
10971,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","albolineatus",NA
10972,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","affinis",NA
10973,"Aves","Passeriformes","Furnariidae","Lepidocolaptes","squamatus",NA
10974,"Aves","Passeriformes","Furnariidae","Xenops","genibarbis","Plain Xenops"
10975,"Aves","Passeriformes","Furnariidae","Xenops","rutilus","Streaked Xenops"
10976,"Aves","Passeriformes","Furnariidae","Xenops","tenuirostris","Slender-billed Xenops"
10977,"Aves","Passeriformes","Furnariidae","Xenops","minutus",NA
10978,"Aves","Passeriformes","Furnariidae","Berlepschia","rikeri","Palmcreeper"
10979,"Aves","Passeriformes","Furnariidae","Microxenops","milleri","Rufous-tailed Xenops"
10980,"Aves","Passeriformes","Furnariidae","Pygarrhichas","albogularis","White-throated Treerunner"
10981,"Aves","Passeriformes","Furnariidae","Ochetorhynchus","andaecola","Rock Earthcreeper"
10982,"Aves","Passeriformes","Furnariidae","Ochetorhynchus","melanurus","Crag Earthcreeper"
10983,"Aves","Passeriformes","Furnariidae","Ochetorhynchus","ruficaudus","Straight-billed Earthcreeper"
10984,"Aves","Passeriformes","Furnariidae","Ochetorhynchus","phoenicurus","Band-tailed Earthcreeper"
10985,"Aves","Passeriformes","Furnariidae","Pseudocolaptes","johnsoni","Pacific Tuftedcheek"
10986,"Aves","Passeriformes","Furnariidae","Pseudocolaptes","boissonneauii","Streaked Tuftedcheek"
10987,"Aves","Passeriformes","Furnariidae","Pseudocolaptes","lawrencii",NA
10988,"Aves","Passeriformes","Furnariidae","Premnornis","guttuliger","Rusty-winged Barbtail"
10989,"Aves","Passeriformes","Furnariidae","Tarphonomus","harterti","Bolivian Earthcreeper"
10990,"Aves","Passeriformes","Furnariidae","Tarphonomus","certhioides","Chaco Earthcreeper"
10991,"Aves","Passeriformes","Furnariidae","Furnarius","torridus","Pale-billed Hornero"
10992,"Aves","Passeriformes","Furnariidae","Furnarius","figulus","Wing-banded Hornero"
10993,"Aves","Passeriformes","Furnariidae","Furnarius","longirostris","Caribbean Hornero"
10994,"Aves","Passeriformes","Furnariidae","Furnarius","minor","Lesser Hornero"
10995,"Aves","Passeriformes","Furnariidae","Furnarius","rufus","Rufous Hornero"
10996,"Aves","Passeriformes","Furnariidae","Furnarius","cristatus","Crested Hornero"
10997,"Aves","Passeriformes","Furnariidae","Furnarius","leucopus",NA
10998,"Aves","Passeriformes","Furnariidae","Furnarius","cinnamomeus",NA
19090,"Aves","Gruiformes","Rallidae","Habroptila",NA,NA
10999,"Aves","Passeriformes","Furnariidae","Lochmias","nematura","Streamcreeper"
11000,"Aves","Passeriformes","Furnariidae","Phleocryptes","melanops","Wren-like Rushbird"
11001,"Aves","Passeriformes","Furnariidae","Limnornis","curvirostris","Curve-billed Reedhaunter"
11002,"Aves","Passeriformes","Furnariidae","Geocerthia","serrana","Striated Earthcreeper"
11003,"Aves","Passeriformes","Furnariidae","Upucerthia","saturatior","Forest Earthcreeper"
11004,"Aves","Passeriformes","Furnariidae","Upucerthia","albigula","White-throated Earthcreeper"
11005,"Aves","Passeriformes","Furnariidae","Upucerthia","dumetaria","Scaly-throated Earthcreeper"
11006,"Aves","Passeriformes","Furnariidae","Upucerthia","validirostris",NA
11007,"Aves","Passeriformes","Furnariidae","Upucerthia","jelskii",NA
11008,"Aves","Passeriformes","Furnariidae","Cinclodes","pabsti","Long-tailed Cinclodes"
11009,"Aves","Passeriformes","Furnariidae","Cinclodes","maculirostris","Black Cinclodes"
11010,"Aves","Passeriformes","Furnariidae","Cinclodes","comechingonus","Cordoba Cinclodes"
11011,"Aves","Passeriformes","Furnariidae","Cinclodes","albidiventris","Chestnut-winged Cinclodes"
11012,"Aves","Passeriformes","Furnariidae","Cinclodes","olrogi","Olrog's Cinclodes"
11013,"Aves","Passeriformes","Furnariidae","Cinclodes","albiventris","Cream-winged Cinclodes"
11014,"Aves","Passeriformes","Furnariidae","Cinclodes","oustaleti","Grey-flanked Cinclodes"
11015,"Aves","Passeriformes","Furnariidae","Cinclodes","aricomae","Royal Cinclodes"
11016,"Aves","Passeriformes","Furnariidae","Cinclodes","palliatus","White-bellied Cinclodes"
11017,"Aves","Passeriformes","Furnariidae","Cinclodes","atacamensis","White-winged Cinclodes"
11018,"Aves","Passeriformes","Furnariidae","Cinclodes","patagonicus","Dark-bellied Cinclodes"
11019,"Aves","Passeriformes","Furnariidae","Cinclodes","taczanowskii","Surf Cinclodes"
11020,"Aves","Passeriformes","Furnariidae","Cinclodes","nigrofumosus","Seaside Cinclodes"
11021,"Aves","Passeriformes","Furnariidae","Cinclodes","fuscus","Bar-winged Cinclodes"
11022,"Aves","Passeriformes","Furnariidae","Cinclodes","antarcticus",NA
11023,"Aves","Passeriformes","Furnariidae","Cinclodes","excelsior",NA
11024,"Aves","Passeriformes","Furnariidae","Anabazenops","dorsalis","Dusky-cheeked Foliage-gleaner"
11025,"Aves","Passeriformes","Furnariidae","Anabazenops","fuscus","White-collared Foliage-gleaner"
11026,"Aves","Passeriformes","Furnariidae","Megaxenops","parnaguae","Great Xenops"
11027,"Aves","Passeriformes","Furnariidae","Cichlocolaptes","holti","Small Pale-browed Treehunter"
11028,"Aves","Passeriformes","Furnariidae","Cichlocolaptes","mazarbarnetti","Cryptic Treehunter"
11029,"Aves","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus",NA
11030,"Aves","Passeriformes","Furnariidae","Heliobletus","contaminatus","Sharp-billed Treehunter"
11031,"Aves","Passeriformes","Furnariidae","Philydor","novaesi","Alagoas Foliage-gleaner"
11032,"Aves","Passeriformes","Furnariidae","Philydor","atricapillus","Black-capped Foliage-gleaner"
11033,"Aves","Passeriformes","Furnariidae","Philydor","pyrrhodes","Cinnamon-rumped Foliage-gleaner"
11034,"Aves","Passeriformes","Furnariidae","Philydor","fuscipenne","Slaty-winged Foliage-gleaner"
11035,"Aves","Passeriformes","Furnariidae","Philydor","erythropterum","Chestnut-winged Foliage-gleaner"
11036,"Aves","Passeriformes","Furnariidae","Philydor","rufum","Buff-fronted Foliage-gleaner"
11037,"Aves","Passeriformes","Furnariidae","Philydor","ochrogaster","Ochre-bellied Foliage-gleaner"
11038,"Aves","Passeriformes","Furnariidae","Philydor","erythrocercum",NA
11039,"Aves","Passeriformes","Furnariidae","Anabacerthia","striaticollis","Montane Foliage-gleaner"
11040,"Aves","Passeriformes","Furnariidae","Anabacerthia","amaurotis","White-browed Foliage-gleaner"
11041,"Aves","Passeriformes","Furnariidae","Anabacerthia","lichtensteini","Ochre-breasted Foliage-gleaner"
11042,"Aves","Passeriformes","Furnariidae","Anabacerthia","variegaticeps","Scaly-throated Foliage-gleaner"
11043,"Aves","Passeriformes","Furnariidae","Anabacerthia","ruficaudata","Rufous-tailed Foliage-gleaner"
11044,"Aves","Passeriformes","Furnariidae","Syndactyla","rufosuperciliata","Buff-browed Foliage-gleaner"
11045,"Aves","Passeriformes","Furnariidae","Syndactyla","dimidiata","Russet-mantled Foliage-gleaner"
11046,"Aves","Passeriformes","Furnariidae","Syndactyla","roraimae","White-throated Foliage-gleaner"
11047,"Aves","Passeriformes","Furnariidae","Syndactyla","subalaris","Lineated Foliage-gleaner"
11048,"Aves","Passeriformes","Furnariidae","Syndactyla","ruficollis","Rufous-necked Foliage-gleaner"
11049,"Aves","Passeriformes","Furnariidae","Syndactyla","guttulata","Guttulate Foliage-gleaner"
11050,"Aves","Passeriformes","Furnariidae","Syndactyla","ucayalae","Peruvian Recurvebill"
11051,"Aves","Passeriformes","Furnariidae","Syndactyla","striata","Bolivian Recurvebill"
11052,"Aves","Passeriformes","Furnariidae","Ancistrops","strigilatus","Chestnut-winged Hookbill"
11053,"Aves","Passeriformes","Furnariidae","Clibanornis","rectirostris","Chestnut-capped Foliage-gleaner"
11054,"Aves","Passeriformes","Furnariidae","Clibanornis","dendrocolaptoides","Canebrake Groundcreeper"
11055,"Aves","Passeriformes","Furnariidae","Clibanornis","erythrocephalus","Henna-hooded Foliage-gleaner"
11056,"Aves","Passeriformes","Furnariidae","Clibanornis","rubiginosus","Ruddy Foliage-gleaner"
11057,"Aves","Passeriformes","Furnariidae","Clibanornis","rufipectus","Santa Marta Foliage-gleaner"
11058,"Aves","Passeriformes","Furnariidae","Thripadectes","ignobilis","Uniform Treehunter"
11059,"Aves","Passeriformes","Furnariidae","Thripadectes","flammulatus","Flammulated Treehunter"
11060,"Aves","Passeriformes","Furnariidae","Thripadectes","scrutator","Rufous-backed Treehunter"
11061,"Aves","Passeriformes","Furnariidae","Thripadectes","holostictus","Striped Treehunter"
11062,"Aves","Passeriformes","Furnariidae","Thripadectes","virgaticeps","Streak-capped Treehunter"
11063,"Aves","Passeriformes","Furnariidae","Thripadectes","melanorhynchus","Black-billed Treehunter"
11064,"Aves","Passeriformes","Furnariidae","Thripadectes","rufobrunneus","Streak-breasted Treehunter"
11065,"Aves","Passeriformes","Furnariidae","Automolus","rufipileatus","Chestnut-crowned Foliage-gleaner"
11066,"Aves","Passeriformes","Furnariidae","Automolus","melanopezus","Brown-rumped Foliage-gleaner"
11067,"Aves","Passeriformes","Furnariidae","Automolus","virgatus","Western Woodhaunter"
11068,"Aves","Passeriformes","Furnariidae","Automolus","ochrolaemus","Buff-throated Foliage-gleaner"
11069,"Aves","Passeriformes","Furnariidae","Automolus","paraensis","Para Foliage-gleaner"
11070,"Aves","Passeriformes","Furnariidae","Automolus","lammi","Pernambuco Foliage-gleaner"
11071,"Aves","Passeriformes","Furnariidae","Automolus","subulatus","Eastern Woodhaunter"
11072,"Aves","Passeriformes","Furnariidae","Automolus","infuscatus",NA
11073,"Aves","Passeriformes","Furnariidae","Automolus","rubiginosus",NA
11074,"Aves","Passeriformes","Furnariidae","Automolus","leucophthalmus",NA
11075,"Aves","Passeriformes","Furnariidae","Premnoplex","brunnescens","Spotted Barbtail"
11076,"Aves","Passeriformes","Furnariidae","Premnoplex","pariae","Paria Barbtail"
11077,"Aves","Passeriformes","Furnariidae","Premnoplex","tatei",NA
11078,"Aves","Passeriformes","Furnariidae","Margarornis","rubiginosus","Ruddy Treerunner"
11079,"Aves","Passeriformes","Furnariidae","Margarornis","stellatus","Fulvous-dotted Treerunner"
11080,"Aves","Passeriformes","Furnariidae","Margarornis","squamiger","Pearled Treerunner"
11081,"Aves","Passeriformes","Furnariidae","Margarornis","bellulus","Beautiful Treerunner"
11082,"Aves","Passeriformes","Furnariidae","Aphrastura","spinicauda","Thorn-tailed Rayadito"
11083,"Aves","Passeriformes","Furnariidae","Aphrastura","masafucrae","Masafuera Rayadito"
11258,"Aves","Passeriformes","Pipridae","Cryptopipo","holochlora",NA
11084,"Aves","Passeriformes","Furnariidae","Sylviorthorhynchus","desmurii","Des Murs's Wiretail"
11085,"Aves","Passeriformes","Furnariidae","Sylviorthorhynchus","yanacensis","Tawny Tit-spinetail"
11086,"Aves","Passeriformes","Furnariidae","Leptasthenura","xenothorax","White-browed Tit-spinetail"
11087,"Aves","Passeriformes","Furnariidae","Leptasthenura","setaria","Araucaria Tit-spinetail"
11088,"Aves","Passeriformes","Furnariidae","Leptasthenura","platensis","Tufted Tit-spinetail"
11089,"Aves","Passeriformes","Furnariidae","Leptasthenura","striolata","Striolated Tit-spinetail"
11090,"Aves","Passeriformes","Furnariidae","Leptasthenura","pileata","Rusty-crowned Tit-spinetail"
11091,"Aves","Passeriformes","Furnariidae","Leptasthenura","striata","Streaked Tit-spinetail"
11092,"Aves","Passeriformes","Furnariidae","Leptasthenura","fuliginiceps","Brown-capped Tit-spinetail"
11093,"Aves","Passeriformes","Furnariidae","Leptasthenura","berlepschi","Buffy Tit-spinetail"
11094,"Aves","Passeriformes","Furnariidae","Leptasthenura","pallida","Pallid Tit-spinetail"
11095,"Aves","Passeriformes","Furnariidae","Leptasthenura","andicola","Andean Tit-spinetail"
11096,"Aves","Passeriformes","Furnariidae","Leptasthenura","aegithaloides","Plain-mantled Tit-Spinetail"
11097,"Aves","Passeriformes","Furnariidae","Phacellodomus","inornatus","Plain Thornbird"
11098,"Aves","Passeriformes","Furnariidae","Phacellodomus","striaticeps","Streak-fronted Thornbird"
11099,"Aves","Passeriformes","Furnariidae","Phacellodomus","sibilatrix","Little Thornbird"
11100,"Aves","Passeriformes","Furnariidae","Phacellodomus","dorsalis","Chestnut-backed Thornbird"
11101,"Aves","Passeriformes","Furnariidae","Phacellodomus","maculipectus","Spot-breasted Thornbird"
11102,"Aves","Passeriformes","Furnariidae","Phacellodomus","ruber","Greater Thornbird"
11103,"Aves","Passeriformes","Furnariidae","Phacellodomus","ferrugineigula","Orange-breasted Thornbird"
11104,"Aves","Passeriformes","Furnariidae","Phacellodomus","erythrophthalmus","Red-eyed Thornbird"
11105,"Aves","Passeriformes","Furnariidae","Phacellodomus","striaticollis",NA
11106,"Aves","Passeriformes","Furnariidae","Phacellodomus","rufifrons",NA
11107,"Aves","Passeriformes","Furnariidae","Hellmayrea","gularis","White-browed Spinetail"
11108,"Aves","Passeriformes","Furnariidae","Anumbius","annumbi","Firewood-gatherer"
11109,"Aves","Passeriformes","Furnariidae","Coryphistera","alaudina","Lark-like Brushrunner"
11110,"Aves","Passeriformes","Furnariidae","Asthenes","usheri","White-tailed Canastero"
11111,"Aves","Passeriformes","Furnariidae","Asthenes","arequipae","Arequipa Canastero"
11112,"Aves","Passeriformes","Furnariidae","Asthenes","berlepschi","Berlepsch's Canastero"
11113,"Aves","Passeriformes","Furnariidae","Asthenes","baeri","Short-billed Canastero"
11114,"Aves","Passeriformes","Furnariidae","Asthenes","luizae","Cipo Canastero"
11115,"Aves","Passeriformes","Furnariidae","Asthenes","anthoides","Austral Canastero"
11116,"Aves","Passeriformes","Furnariidae","Asthenes","hudsoni","Hudson's Canastero"
11117,"Aves","Passeriformes","Furnariidae","Asthenes","urubambensis","Line-fronted Canastero"
11118,"Aves","Passeriformes","Furnariidae","Asthenes","flammulata","Many-striped Canastero"
11119,"Aves","Passeriformes","Furnariidae","Asthenes","virgata","Junin Canastero"
11120,"Aves","Passeriformes","Furnariidae","Asthenes","maculicauda","Scribble-tailed Canastero"
11121,"Aves","Passeriformes","Furnariidae","Asthenes","modesta","Cordilleran Canastero"
11122,"Aves","Passeriformes","Furnariidae","Asthenes","humilis","Streak-throated Canastero"
11123,"Aves","Passeriformes","Furnariidae","Asthenes","moreirae","Itatiaia Spinetail"
11124,"Aves","Passeriformes","Furnariidae","Asthenes","pyrrholeuca","Sharp-billed Canastero"
11125,"Aves","Passeriformes","Furnariidae","Asthenes","harterti","Black-throated Thistletail"
11126,"Aves","Passeriformes","Furnariidae","Asthenes","coryi","Ochre-browed Thistletail"
19091,"Aves","Gruiformes","Rallidae","Gallirallus",NA,NA
11127,"Aves","Passeriformes","Furnariidae","Asthenes","perijana","Perija Thistletail"
11128,"Aves","Passeriformes","Furnariidae","Asthenes","fuliginosa","White-chinned Thistletail"
11129,"Aves","Passeriformes","Furnariidae","Asthenes","griseomurina","Mouse-colored Thistletail"
11130,"Aves","Passeriformes","Furnariidae","Asthenes","helleri","Puna Thistletail"
11131,"Aves","Passeriformes","Furnariidae","Asthenes","ottonis","Rusty-fronted Canastero"
11132,"Aves","Passeriformes","Furnariidae","Asthenes","palpebralis","Eye-ringed Thistletail"
11133,"Aves","Passeriformes","Furnariidae","Asthenes","heterura","Maquis Canastero"
11134,"Aves","Passeriformes","Furnariidae","Asthenes","pudibunda","Canyon Canastero"
11135,"Aves","Passeriformes","Furnariidae","Asthenes","ayacuchensis","Ayacucho Thistletail"
11136,"Aves","Passeriformes","Furnariidae","Asthenes","punensis","Puno Canastero"
11137,"Aves","Passeriformes","Furnariidae","Asthenes","sclateri","Cordoba Canastero"
11138,"Aves","Passeriformes","Furnariidae","Asthenes","huancavelicae","Pale-tailed Canastero"
